"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/4";"19";"0";"10/06/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/5";"19";"0";"10/07/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/6";"19";"0";"10/08/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/7";"19";"0";"10/09/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/8";"19";"0";"10/10/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/9";"19";"0";"10/11/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/10";"19";"0";"10/12/2026";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/11";"19";"0";"10/01/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/12";"19";"0";"10/02/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/13";"19";"0";"10/03/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/14";"19";"0";"10/04/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/15";"19";"0";"10/05/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/16";"19";"0";"10/06/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/17";"19";"0";"10/07/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"FARO SEGURANCA ELETRONICA LTDA ROCAM";"FAT. 270226";"3600/18";"19";"0";"10/08/2027";"100,00";"0";"250,00";"0,00";"0,00";"250,00";
"                          Obs: Chave pix &#128273; telefone 51 981400016";
"Freeban Locação De Banheiros Químicos Eirelli";"FAT. 951";"4160/1";"1";"0";"04/05/2026";"100,00";"8";"1.100,00";"0,00";"0,00";"1.100,00";
"Freeban Locação De Banheiros Químicos Eirelli";"FAT. 1041";"4572/1";"1";"0";"20/05/2026";"100,00";"0";"1.100,00";"0,00";"0,00";"1.100,00";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/5";"12";"0";"05/06/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/6";"12";"0";"05/07/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/7";"12";"0";"05/08/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/8";"12";"0";"05/09/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/9";"12";"0";"05/10/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/10";"12";"0";"05/11/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/11";"12";"0";"05/12/2026";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"GASA PARTICIPACOES E ASSESSORIA LTDA";"CT. 220126";"3039/12";"12";"0";"05/01/2027";"100,00";"0";"1.000,00";"0,00";"0,00";"1.000,00";
"                          Obs: CONTRATO DE ALUGUEL TERRENO CANTEIRO DE OBRA
PIX 25755196087";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 443044";"4275/1";"1";"0";"02/05/2026";"100,00";"10";"939,41";"0,00";"0,00";"939,41";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 434135";"4010/2";"2";"0";"18/05/2026";"100,00";"0";"459,69";"0,00";"0,00";"459,69";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 460076";"4603/1";"1";"0";"27/05/2026";"100,00";"0";"939,41";"0,00";"0,00";"939,41";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 468815";"4784/1";"2";"0";"06/06/2026";"100,00";"0";"341,00";"0,00";"0,00";"341,00";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 468815";"4784/2";"2";"0";"06/07/2026";"100,00";"0";"341,00";"0,00";"0,00";"341,00";
"H F SERVICOS E COMERCIO EM SEGURANCA DO TRABALHO LTDA EPI SINOS";"NFM. 40160";"3451/2";"3";"0";"10/05/2026";"100,00";"2";"167,50";"0,00";"0,00";"167,50";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"H F SERVICOS E COMERCIO EM SEGURANCA DO TRABALHO LTDA EPI SINOS";"NFM. 40160";"3451/3";"3";"0";"10/06/2026";"100,00";"0";"167,50";"0,00";"0,00";"167,50";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"HUNTER E RODRIGUES LTDA";"NFM. 14204";"2784/2";"2";"0";"07/02/2026";"100,00";"94";"1.870,35";"0,00";"0,00";"1.870,35";
"JE ALUGUEL DE MAQUINAS LTDA";"NFM. 226";"4307/1";"1";"0";"02/05/2026";"100,00";"10";"390,00";"0,00";"0,00";"390,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 262";"4428/1";"1";"0";"16/05/2026";"100,00";"0";"340,00";"0,00";"0,00";"340,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 302";"4556/1";"1";"0";"22/05/2026";"100,00";"0";"900,00";"0,00";"0,00";"900,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 301";"4557/1";"1";"0";"22/05/2026";"100,00";"0";"1.080,00";"0,00";"0,00";"1.080,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 332";"4726/1";"1";"0";"30/05/2026";"100,00";"0";"350,00";"0,00";"0,00";"350,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 337";"4727/1";"1";"0";"30/05/2026";"100,00";"0";"780,00";"0,00";"0,00";"780,00";
"JE ALUGUEL DE MAQUINAS LTDA";"FAT. 347";"4800/1";"1";"0";"07/06/2026";"100,00";"0";"1.130,00";"0,00";"0,00";"1.130,00";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 13837";"4502/1";"3";"0";"10/05/2026";"100,00";"2";"374,00";"0,00";"0,00";"374,00";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 13837";"4502/2";"3";"0";"10/06/2026";"100,00";"0";"374,00";"0,00";"0,00";"374,00";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 13837";"4502/3";"3";"0";"10/07/2026";"100,00";"0";"374,00";"0,00";"0,00";"374,00";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/2";"11";"0";"15/05/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/3";"11";"0";"15/06/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/4";"11";"0";"15/07/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/5";"11";"0";"15/08/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/6";"11";"0";"15/09/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/7";"11";"0";"15/10/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/8";"11";"0";"15/11/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/9";"11";"0";"15/12/2026";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/10";"11";"0";"15/01/2027";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"LOCAR VEICULOS E EQUIPAMENTOS LTDA";"NFS. 2002263";"3395/11";"11";"0";"15/02/2027";"100,00";"0";"11.000,00";"0,00";"0,00";"11.000,00";
"                          Obs: LOCAÇÃO DE MINI ESCAVADEIRA YAMMAR
É A MESMA X3- VER JA NÃO FOI FEITO CHEQUE EM NOME DE X3. TAMBÉM MESMO LEANDRO";
"MADEIREIRA VILA RICA LTDA";"NFM. 311208";"4345/1";"1";"0";"07/05/2026";"100,00";"5";"53,80";"0,00";"0,00";"53,80";
"MADEIREIRA VILA RICA LTDA";"NFM. 311943";"4346/1";"1";"0";"07/05/2026";"100,00";"5";"100,00";"0,00";"0,00";"100,00";
"MADEIREIRA VILA RICA LTDA";"NFM. 312149";"4343/1";"1";"0";"09/05/2026";"100,00";"3";"369,12";"0,00";"0,00";"369,12";
"MADEIREIRA VILA RICA LTDA";"NFM. 312250";"4344/1";"1";"0";"09/05/2026";"100,00";"3";"73,09";"0,00";"0,00";"73,09";
"MADEIREIRA VILA RICA LTDA";"NFM. 260226";"3531/3";"4";"0";"10/05/2026";"100,00";"2";"528,75";"0,00";"0,00";"528,75";
"                          Obs: PATRICK PASSOU CARTÃO PARA TERMOS CREDITO
CARTÃO DE CREDITO SANTANDER";
"MADEIREIRA VILA RICA LTDA";"NFM. 312573";"4340/1";"1";"0";"10/05/2026";"100,00";"2";"9,96";"0,00";"0,00";"9,96";
"MADEIREIRA VILA RICA LTDA";"NFM. 312484";"4341/1";"1";"0";"10/05/2026";"100,00";"2";"206,79";"0,00";"0,00";"206,79";
"MADEIREIRA VILA RICA LTDA";"NFM. 312357";"4342/1";"1";"0";"10/05/2026";"100,00";"2";"19,85";"0,00";"0,00";"19,85";
"MADEIREIRA VILA RICA LTDA";"NFM. 312829";"4337/1";"1";"0";"13/05/2026";"100,00";"0";"45,85";"0,00";"0,00";"45,85";
"MADEIREIRA VILA RICA LTDA";"NFM. 312723";"4336/1";"1";"0";"16/05/2026";"100,00";"0";"39,46";"0,00";"0,00";"39,46";
"MADEIREIRA VILA RICA LTDA";"NFM. 313617";"4477/1";"1";"0";"16/05/2026";"100,00";"0";"146,00";"0,00";"0,00";"146,00";
"MADEIREIRA VILA RICA LTDA";"NFM. 313622";"4478/1";"1";"0";"16/05/2026";"100,00";"0";"15,30";"0,00";"0,00";"15,30";
"MADEIREIRA VILA RICA LTDA";"NFM. 313642";"4479/1";"1";"0";"16/05/2026";"100,00";"0";"31,80";"0,00";"0,00";"31,80";
"MADEIREIRA VILA RICA LTDA";"NFM. 313790";"4476/1";"1";"0";"23/05/2026";"100,00";"0";"42,20";"0,00";"0,00";"42,20";
"MADEIREIRA VILA RICA LTDA";"NFM. 315535";"4607/1";"1";"0";"27/05/2026";"100,00";"0";"191,76";"0,00";"0,00";"191,76";
"MADEIREIRA VILA RICA LTDA";"NFM. 315557";"4608/1";"1";"0";"27/05/2026";"100,00";"0";"19,60";"0,00";"0,00";"19,60";
"MADEIREIRA VILA RICA LTDA";"NFM. 315925";"4728/1";"1";"0";"29/05/2026";"100,00";"0";"1.660,00";"0,00";"0,00";"1.660,00";
"MADEIREIRA VILA RICA LTDA";"NFM. 316127";"4729/1";"1";"0";"30/05/2026";"100,00";"0";"178,80";"0,00";"0,00";"178,80";
"MADEIREIRA VILA RICA LTDA";"NFM. 316434";"4730/1";"1";"0";"03/06/2026";"100,00";"0";"293,80";"0,00";"0,00";"293,80";
"MADEIREIRA VILA RICA LTDA";"NFM. 260226";"3531/4";"4";"0";"10/06/2026";"100,00";"0";"528,75";"0,00";"0,00";"528,75";
"                          Obs: PATRICK PASSOU CARTÃO PARA TERMOS CREDITO
CARTÃO DE CREDITO SANTANDER";
"Mauricio Lima Metzdorf";"NFS. 040526";"4667/1";"1";"0";"05/05/2026";"46,67";"7";"35,00";"0,00";"0,00";"35,00";
"                          Obs: RESSARCIMENTO TRANSPORTE";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/1";"6";"0";"10/05/2026";"100,00";"2";"55,85";"0,00";"0,00";"55,85";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 180226";"3338/3";"5";"0";"28/05/2026";"100,00";"0";"49,20";"0,00";"0,00";"49,20";
"                          Obs: COMPRA DE ESMIRILHADEIRA
CARTÃO DE CREDITO DA EMPRESA";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 020326";"3616/3";"3";"0";"28/05/2026";"100,00";"0";"449,79";"0,00";"0,00";"449,79";
"                          Obs: COMPRA NO CARTÃO DE CREDITO EMPRESARIAL CAIXA
LONA";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/2";"6";"0";"10/06/2026";"100,00";"0";"55,83";"0,00";"0,00";"55,83";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 180226";"3338/4";"5";"0";"28/06/2026";"100,00";"0";"49,20";"0,00";"0,00";"49,20";
"                          Obs: COMPRA DE ESMIRILHADEIRA
CARTÃO DE CREDITO DA EMPRESA";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/3";"6";"0";"10/07/2026";"100,00";"0";"55,83";"0,00";"0,00";"55,83";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 180226";"3338/5";"5";"0";"28/07/2026";"100,00";"0";"49,20";"0,00";"0,00";"49,20";
"                          Obs: COMPRA DE ESMIRILHADEIRA
CARTÃO DE CREDITO DA EMPRESA";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/4";"6";"0";"10/08/2026";"100,00";"0";"55,83";"0,00";"0,00";"55,83";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/5";"6";"0";"10/09/2026";"100,00";"0";"55,83";"0,00";"0,00";"55,83";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 230426";"4549/6";"6";"0";"10/10/2026";"100,00";"0";"55,83";"0,00";"0,00";"55,83";
"                          Obs: KIT 50 UNIDADES UNIÃO OU ADAPTADOR
CARTÃO DE CREDITO SANTANDER";
"Mineração Vera Cruz Ltda";"NFM. 263577";"4212/1";"1";"0";"14/05/2026";"100,00";"0";"1.178,76";"0,00";"0,00";"1.178,76";
"Mineração Vera Cruz Ltda";"NFM. 233587";"4213/1";"1";"0";"14/05/2026";"100,00";"0";"1.146,53";"0,00";"0,00";"1.146,53";
"Mineração Vera Cruz Ltda";"NFM. 263592";"4214/1";"1";"0";"14/05/2026";"100,00";"0";"1.158,06";"0,00";"0,00";"1.158,06";
"Mineração Vera Cruz Ltda";"NFM. 263549";"4215/1";"1";"0";"14/05/2026";"100,00";"0";"1.126,44";"0,00";"0,00";"1.126,44";
"Mineração Vera Cruz Ltda";"NFM. 263563";"4217/1";"1";"0";"14/05/2026";"100,00";"0";"1.193,66";"0,00";"0,00";"1.193,66";
"Mineração Vera Cruz Ltda";"NFM. 264876";"4410/1";"1";"0";"14/05/2026";"100,00";"0";"1.365,12";"0,00";"0,00";"1.365,12";
"Mineração Vera Cruz Ltda";"NFM. 264897";"4411/1";"1";"0";"14/05/2026";"100,00";"0";"1.368,93";"0,00";"0,00";"1.368,93";
"Mineração Vera Cruz Ltda";"NFM. 264909";"4413/1";"1";"0";"14/05/2026";"100,00";"0";"1.330,56";"0,00";"0,00";"1.330,56";
"Mineração Vera Cruz Ltda";"NFM. 264863";"4420/1";"1";"0";"14/05/2026";"100,00";"0";"1.725,09";"0,00";"0,00";"1.725,09";
"Mineração Vera Cruz Ltda";"NFM. 266039";"4621/1";"1";"0";"15/05/2026";"100,00";"0";"773,78";"0,00";"0,00";"773,78";
"Mineração Vera Cruz Ltda";"NFM. 266038";"4622/1";"1";"0";"15/05/2026";"100,00";"0";"762,26";"0,00";"0,00";"762,26";
"Mineração Vera Cruz Ltda";"NFM. 266024";"4623/1";"1";"0";"15/05/2026";"100,00";"0";"1.308,76";"0,00";"0,00";"1.308,76";
"Mineração Vera Cruz Ltda";"NFM. 266061";"4624/1";"1";"0";"15/05/2026";"100,00";"0";"1.314,00";"0,00";"0,00";"1.314,00";
"Mineração Vera Cruz Ltda";"NFM. 266045";"4625/1";"1";"0";"15/05/2026";"100,00";"0";"1.361,41";"0,00";"0,00";"1.361,41";
"Mineração Vera Cruz Ltda";"NFM. 266078";"4626/1";"1";"0";"15/05/2026";"100,00";"0";"1.329,80";"0,00";"0,00";"1.329,80";
"Mineração Vera Cruz Ltda";"NFM. 266097";"4627/1";"1";"0";"15/05/2026";"100,00";"0";"1.368,16";"0,00";"0,00";"1.368,16";
"N.B. LOCACOES";"FAT. 11722";"4494/1";"1";"0";"20/05/2026";"100,00";"0";"16.900,00";"0,00";"0,00";"16.900,00";
"                          Obs: LOCAÇÃO ESCAVADEIRA HIDRAULICA 906";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/5";"10";"0";"27/05/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/6";"10";"0";"29/06/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/7";"10";"0";"27/07/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/8";"10";"0";"27/08/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/9";"10";"0";"28/09/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"NEWE SEGUROS S.A.";"FAT. 2266";"2796/10";"10";"0";"27/10/2026";"100,00";"0";"4.854,23";"0,00";"0,00";"4.854,23";
"                          Obs: SEGURO OBRA CORSAN
*** NÃO ATRASAR***";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/2";"9";"0";"30/05/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/3";"9";"0";"30/06/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/4";"9";"0";"30/07/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/5";"9";"0";"30/08/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/6";"9";"0";"30/09/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/7";"9";"0";"30/10/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/8";"9";"0";"30/11/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"OSIEL AMORIM DA SILVA";"NFS. 270326";"4088/9";"9";"0";"30/12/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"PEDREIRA VILA RICA LTDA";"NFM. 314879";"4599/1";"1";"0";"23/05/2026";"100,00";"0";"536,70";"0,00";"0,00";"536,70";
"PEDREIRA VILA RICA LTDA";"NFM. 314898";"4601/1";"1";"0";"23/05/2026";"100,00";"0";"73,50";"0,00";"0,00";"73,50";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 922613";"4161/2";"3";"0";"11/05/2026";"100,00";"1";"635,41";"0,00";"0,00";"635,41";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 920565";"4017/2";"2";"0";"22/05/2026";"100,00";"0";"161,25";"0,00";"0,00";"161,25";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 922613";"4161/3";"3";"0";"25/05/2026";"100,00";"0";"635,59";"0,00";"0,00";"635,59";
"PRATA PEDRAS LTDA";"NFM. 554";"4587/1";"2";"0";"04/05/2026";"100,00";"8";"2.400,00";"0,00";"0,00";"2.400,00";
"PRATA PEDRAS LTDA";"NFM. 555";"4588/1";"2";"0";"04/05/2026";"100,00";"8";"11.400,00";"0,00";"0,00";"11.400,00";
"PRATA PEDRAS LTDA";"NFM. 556";"4632/1";"2";"0";"07/05/2026";"100,00";"5";"2.400,00";"0,00";"0,00";"2.400,00";
"PRATA PEDRAS LTDA";"NFM. 558";"4633/1";"2";"0";"07/05/2026";"100,00";"5";"2.400,00";"0,00";"0,00";"2.400,00";
"PRATA PEDRAS LTDA";"NFM. 556";"4632/2";"2";"0";"17/05/2026";"100,00";"0";"2.400,00";"0,00";"0,00";"2.400,00";
"PRATA PEDRAS LTDA";"NFM. 554";"4587/2";"2";"0";"19/05/2026";"100,00";"0";"2.400,00";"0,00";"0,00";"2.400,00";
"PRATA PEDRAS LTDA";"NFM. 555";"4588/2";"2";"0";"19/05/2026";"100,00";"0";"11.400,00";"0,00";"0,00";"11.400,00";
"PRATA PEDRAS LTDA";"NFM. 558";"4633/2";"2";"0";"07/06/2026";"100,00";"0";"2.400,00";"0,00";"0,00";"2.400,00";
"Protefix Proteção E Fixação Ltda";"NFM. 717911";"4305/1";"1";"0";"09/05/2026";"100,00";"3";"1.129,05";"0,00";"0,00";"1.129,05";
"                          Obs: BOLETO";
"Protefix Proteção E Fixação Ltda";"NFM. 718440";"4379/1";"1";"0";"11/05/2026";"82,26";"1";"277,50";"0,00";"0,00";"277,50";
"Protefix Proteção E Fixação Ltda";"NFM. 719908";"4498/1";"1";"0";"20/05/2026";"100,00";"0";"876,28";"0,00";"0,00";"876,28";
"Protefix Proteção E Fixação Ltda";"NFM. 716586";"4219/2";"2";"0";"27/05/2026";"100,00";"0";"581,00";"0,00";"0,00";"581,00";
